Eesnimi;Perenimi;Sugu;Sünniaeg;Isikukood;Maakond;Tänav;Asula;Asulatüüp;Mobiiltelefon;Telefon;Surmaaeg;Vanus
Georg;Vaino;M;18.08.1932;33208183486;Saaremaa;Marjamaa;Jauni;küla;52737602;4514905;;
Annela;Ossipov;N;18.08.1960;46008187852;Läänemaa;Kvissentali tee;Lautna;küla;50605014;4714153;;
Erle;Jaakson;N;18.08.1980;48008188352;Saaremaa;Koidiku;Ariste;küla;55994973;4558735;;
Heleri;Härm;N;18.08.1965;46508188409;Jõgevamaa;Kummeli;Rahivere;küla;57669468;7757395;;
Taniel;Vaher;M;18.08.1985;38508188375;Lääne-Virumaa;Kõue;Rastla;küla;52978104;3238991;;
Lada;Abderhalden;N;11.10.1997;49710119522;Lääne-Virumaa;Luule;Lepna;alevik;57405675;3293785;18.08.2000;2
Kaarel;Golubev;M;18.08.1923;32308180354;Järvamaa;Vana-Kuuli;Väinjärve;küla;50704810;3871081;01.10.2007;84
Anders;Sibul;M;20.08.2018;51808204265;Jõgevamaa;Sipelga;Kääpa;küla;51385950;7723901;18.08.2019;0
Raido;Mändla;M;18.08.1949;34908185828;Viljandimaa;Idakaare põik;Lõhavere;küla;58313401;4335593;;
Gertu;Mürk;N;18.08.1947;44708189186;Järvamaa;Külmallika;Tamsi;küla;53984488;3809009;;
Maiu;Jõgi;N;18.08.1917;41708183622;Ida-Virumaa;Ülenurme;Paadenurme;küla;50080923;3305619;;
Ljudmila;Kass;N;18.08.1937;43708189524;Jõgevamaa;Kivimurru;Maarja-Magdaleena;küla;59006639;7718024;;
Eret;Mäe;N;18.08.2014;61408182932;Valgamaa;Vormsi;Pastaku;küla;55196226;7660901;;
Rita;Mädamürk;N;04.03.1976;47603041554;Saaremaa;Joa;Liigalaskma;küla;51637469;4527638;18.08.2011;35
Jorma;Kulikov;M;18.08.1997;39708188107;Harjumaa;Oleviste;Kullamäe;küla;55955154;6648464;;
Maarjo;Simson;M;18.08.2008;50808180951;Lääne-Virumaa;1. Jõe;Sämi;küla;57882751;3237832;;
Elise;Pihelgas;N;18.08.1906;40608188889;Järvamaa;Ida tee;Arkma;küla;53082856;3818161;;
Alvar;Beljajev;M;18.08.2017;51708186218;Võrumaa;Tare;Kaldemäe;küla;56693934;7878650;;
Toni;Friedman;M;18.08.1906;30608181960;Raplamaa;Vahtra;Hageri;alevik;54890112;4891586;;
Violetta;Tomingas;N;18.08.1911;41108183324;Võrumaa;Pojengi tee;Tsiiruli;küla;58443743;7827612;;
Tiia;Konovalov;N;18.08.1952;45208186080;Saaremaa;Pardiloigu;Ulje;küla;57817950;4570990;;
Dagmar;Liivamägi;N;16.09.2009;60909165697;Lääne-Virumaa;Linnuse tee;Männikvälja;küla;50756379;3214784;18.08.2011;1
Greete;Jõgi;N;18.08.1920;42008181776;Pärnumaa;Sarapuu;Leina;küla;56990831;4496991;;
Karolin;Tammik;N;18.08.1968;46808189759;Harjumaa;Neeme põik;Härmakosu;küla;54772982;6979346;;
Kaie;Raamat;N;18.08.1928;42808182560;Harjumaa;Kurni;Uuearu;küla;58546175;6730860;;
Agnessa;Kroon;N;18.08.1908;40808182851;Võrumaa;4. Roheline;Miku;küla;59889362;7831832;;
Gert;Aus;M;18.08.1927;32708180566;Ida-Virumaa;Värsi;Kellassaare;küla;59854592;3371921;;
Sigmar;Bõstrov;M;18.08.1945;34508184398;Saaremaa;Korgi;Valjala;alevik;59580104;4544937;;
Krete;Maslov;N;18.08.1971;47108184061;Harjumaa;Vati;Pudisoo;küla;57343661;6159656;28.10.1997;26
Elar;Pavlov;M;18.08.1992;39208182839;Lääne-Virumaa;Maleaed;Tüükri;küla;55047763;3222510;;
Karlis;Truu;M;18.08.2015;51508185336;Lääne-Virumaa;Raie;Eipri;küla;50390367;3241662;;
Deivid;Lumiste;M;18.08.1960;36008188482;Ida-Virumaa;Väike;Ulvi;küla;57552508;3370008;;
Eret;Sergejev;N;18.08.2017;61708181064;Tartumaa;Lumikellukese tee;Võruküla;küla;52007845;7458774;;
Ketlin;Nazarov;N;18.08.1990;49008183502;Võrumaa;Kadri;Listaku;küla;59818730;7840398;;
Meribel;Prikk;N;18.08.1997;49708186106;Jõgevamaa;Haki;Mõhküla;küla;58043573;7702354;11.03.2001;3
Krislin;Aun;N;18.08.1997;49708183497;Tartumaa;Kummeli;Meeri;küla;56482011;7774460;;
Arkadi;Siim;M;18.08.2017;51708181589;Saaremaa;Magasini;Kübassaare;küla;52613625;4508567;;
Sirli;Suvorov;N;18.08.1942;44208187739;Võrumaa;Varraku;Kimalasõ;küla;;7898068;06.05.1974;31
Cätlin;Kaljurand;N;18.08.1955;45508184532;Järvamaa;Noorkuu;Roovere;küla;;3849610;16.05.1967;11
Frank;Lang;M;18.08.1929;32908182546;Lääne-Virumaa;Poldri;Koovälja;küla;56506539;3294451;;
Devid;Koit;M;18.08.1996;39608185249;Pärnumaa;Vana-Liivamäe;Rätsepa;küla;59834466;4425946;;
Ursula;Mäeots;N;18.08.1906;40608186514;Võrumaa;Sarruse;Kaluka;küla;50967122;7896895;;
Anet;Tuul;N;18.08.2005;60508182556;Saaremaa;Akadeemia;Räimaste;küla;50091175;4524277;;
Hedi;Mänd;N;18.08.1996;49608183565;Lääne-Virumaa;Mugula tee;Tudu;alevik;57478006;3293565;26.10.2003;7
Dajana;Luiga;N;18.08.1903;40308184583;Harjumaa;Aardla;Kostiranna;küla;52866562;6483421;;
Kirill;Kutsar;M;18.08.1969;36908182895;Harjumaa;Kurni;Kiisa;alevik;59981718;6532469;;
Sofija;Konovalov;N;18.08.1951;45108187794;Raplamaa;Taara puiestee;Kenni;küla;59516443;4892159;;
Annabel;Raudsepp;N;18.08.1964;46408182868;Harjumaa;Vasara;Valkse;küla;52054972;6960879;;
Karet;Sobolev;N;18.08.1923;42308189069;Jõgevamaa;E. Kitse;Järvepera;küla;52493240;7705207;;
Melani;Kivistik;N;18.08.1999;49908181741;Põlvamaa;Varraku;Praakmani;küla;52321366;7992200;;
Devid;Jaakson;M;18.08.1901;30108185236;Jõgevamaa;Kanali tee;Kaude;küla;51401035;7740934;;
Maribel;Nuut;N;18.08.1919;41908181342;Võrumaa;Ründi;Soolätte;küla;;7823860;11.04.1989;69
Kalev;Tammet;M;18.08.1938;33808180172;Läänemaa;Hallikivi;Sviby;küla;51514520;4762413;;
Reio;Lepik;M;18.08.1979;37908183359;Valgamaa;Punane;Mägestiku;küla;55080104;7645951;;
Anders;Koitla;M;18.08.1976;37608184053;Võrumaa;Kuuli;Murdõmäe;küla;52162353;7839572;;
Reno;Tamm;M;18.08.1985;38508185516;Lääne-Virumaa;Kastani;Kärmu;küla;50380569;3292298;;
Liliana;Laanemets;N;18.08.1909;40908181082;Jõgevamaa;Püü;Sätsuvere;küla;50486026;7777360;;
Gea;Kikkas;N;18.08.1999;49908188681;Viljandimaa;Alliksoo;Uia;küla;59999994;4391371;;
Enely;Lauri;N;18.08.1966;46608187593;Tartumaa;Suur-Kloostri;Tooni;küla;55733115;7957860;;
Amanda;Erm;N;19.12.2001;60112194083;Ida-Virumaa;Preesi;Aidu;küla;51531337;3384907;18.08.2018;16
Ronja;Jermakov;N;18.08.1949;44908180944;Võrumaa;Lammi tänav;Palandõ;küla;55166718;7800696;;
Alissa;Sepp;N;18.08.1912;41208182829;Saaremaa;Rannamõisa tee;Moosi;küla;52037528;4546852;;
Silva;Piir;N;18.08.1991;49108187732;Jõgevamaa;Rätsepa tee;Jõgeva;linn;54746419;7725351;;
Evelin;Sokk;N;18.08.1920;42008187114;Hiiumaa;Annemõisa;Kõmmusselja;küla;51096509;4672982;;
Bruno;Korol;M;18.08.1988;38808184691;Lääne-Virumaa;Heki;Orutaguse;küla;;3236662;18.03.1990;1
Alondra;Tomson;N;05.07.1963;46307053117;Võrumaa;Mustakivi tee;Piipsemäe;küla;50936076;7842432;18.08.1996;33
Ian;Koger;M;18.08.1991;39108184575;Läänemaa;A. Haava;Rälby;küla;59419781;4757965;;
Diana;Piirsalu;N;18.08.1901;40108183464;Viljandimaa;Tammeõie;Lätkalu;küla;57553944;4327095;;
Airi;Romanov;N;18.08.1961;46108182304;Lääne-Virumaa;Kingu;Uhtna;alevik;55471740;3241324;;
Anastassija;Maack;N;18.08.1962;46208184821;Põlvamaa;Pliiatsi;Hauka;küla;50056539;7966974;;
Henry;Ignatjev;M;18.08.1958;35808183403;Raplamaa;Rändrahnu tee;Mahtra;küla;52850824;4834831;;
Janar;Nikiforov;M;18.08.1930;33008189189;Ida-Virumaa;A. Starkopfi;Lohkuse;küla;55870735;3346226;;
Gustav;Kukk;M;18.08.1969;36908183961;Valgamaa;Lükati tee;Nüpli;küla;58910306;7658348;;
Riho;Tihhomirov;M;18.08.1992;39208187957;Saaremaa;Suve;Mujaste;küla;50021064;4587140;;
Varvara;Kuningas;N;18.08.1978;47808182198;Võrumaa;Pallase pst.;Villike;küla;53251157;7847823;;
Karolina;Sulg;N;18.08.1927;42708184412;Harjumaa;Karamelli;Lööra;küla;52825731;6572649;;
Eduard;Võsu;M;18.08.1935;33508185253;Viljandimaa;Timuti;Lolu;küla;;4351554;14.03.1987;51
Carolin;Koppel;N;18.08.1908;40808189721;Võrumaa;Neiuvaiba tee;Pupli;küla;50783100;7849300;;
Aleksandr;Nõmm;M;18.08.1992;39208186082;Raplamaa;Ööbiku;Kädva;küla;54426147;4800907;;
Tormi;Abramov;M;18.08.1963;36308181765;Pärnumaa;Laste;Valistre;küla;56497513;4460017;;
David;Toots;M;18.08.1920;32008188531;Saaremaa;Ojaveere;Igaküla;küla;58446873;4539596;;
Marian;Talts;N;18.08.1902;40208181522;Pärnumaa;Malmi;Urita;küla;59757869;4480648;;
Valeria;Raja;N;18.08.2004;60408189460;Saaremaa;Luste;Haamse;küla;54728670;4502663;;
Marius;Kroon;M;18.08.1930;33008186294;Põlvamaa;Soovildiku;Määsovitsa;küla;58910729;7989885;;
Arkadi;Safronov;M;18.08.1909;30908189812;Põlvamaa;Tuvi;Piigandi;küla;59758493;7991104;;
Sander;Oja;M;18.08.1904;30408184892;Põlvamaa;Põhjakaare;Mõtsküla;küla;51813406;7988938;;
Aili;Kirs;N;18.08.1981;48108180569;Võrumaa;Puhkekodu;Ritsiko;küla;52400318;7838277;;
Aaron;Jermakov;M;18.08.1972;37208188633;Valgamaa;Öölase;Kassiratta;küla;54000051;7636949;;
Markus;Jermakov;M;18.08.1970;37008189405;Pärnumaa;Lummu;Reiu;küla;57030520;4464633;;
Alexey;Pavlov;M;18.08.1994;39408180281;Võrumaa;Alasi;Väiko-Härmä;küla;59247180;7847002;30.08.2015;21
Reijo;Alas;M;18.08.1954;35408189202;Raplamaa;Käbi;Vilivere;küla;53687266;4837248;;
Mona;Vlassov;N;18.08.1996;49608187316;Saaremaa;Uuslinna;Kõõru;küla;54222462;4502125;;
Renee;Kolesnik;M;18.08.1993;39308182084;Raplamaa;Suru;Adila;küla;59384554;4857933;24.01.2016;22
Sabina;Kuningas;N;18.08.1901;40108182904;Lääne-Virumaa;Töökoja;Varudi-Altküla;küla;52285908;3284360;;
Avely;Allas;N;18.08.1966;46608185935;Võrumaa;Ranna pst.;Palometsa;küla;55147082;7857872;;
Rando;Dmitriev;M;18.08.1995;39508184949;Valgamaa;Talviku;Lõve;küla;56220131;7611780;;
Martha;Sibul;N;18.08.1961;46108182521;Harjumaa;Kloostri tee;Suurpea;küla;58114539;6369919;;
Ranno;Salu;M;18.08.1945;34508187108;Tartumaa;Tarva;Saadjärve;küla;51233335;7824631;;
Cristopher;Saveljev;M;18.08.1938;33808181974;Jõgevamaa;Ründi;Vaiatu;küla;59010679;7778014;;
Andry;Fjodorov;M;18.08.1993;39308188604;Võrumaa;Anni;Lepä;küla;55197985;7887287;;
Kadri-Ann;Koval;N;18.08.1947;44708185057;Lääne-Virumaa;Kalda tee;Andja;küla;59677019;3255870;;
Hans-Kristjan;Merisaar;M;18.08.1972;37208187163;Valgamaa;Kloostri;Reti;küla;59960329;7641204;;
Valdur;Põldma;M;18.08.1938;33808180015;Tartumaa;Aruküla tee;Nõela;küla;50382943;7564077;;
Reio;Mürk;M;18.08.1943;34308189761;Võrumaa;Rukkilille;Simmuli;küla;52006530;7835396;;
Ailen;Kirsipuu;N;18.08.1939;43908189778;Võrumaa;Komandandi tee;Roosisaare;küla;52435429;7808224;;
Rainar;Suvorov;M;18.08.1938;33808180793;Lääne-Virumaa;Raie;Viitna;küla;;3269169;19.05.1951;12
Klim;Treier;M;18.08.2001;50108181964;Võrumaa;Veduri;Horoski;küla;57295382;7816833;;
Milana;Kask;N;18.08.1974;47408185689;Ida-Virumaa;Ladva;Kõrtsialuse;küla;51729107;3314460;02.06.2002;27
Lily;Paju;N;18.08.1951;45108189076;Ida-Virumaa;Kraavi;Kiikla;küla;57648646;3386496;;
Holger;Loginov;M;18.08.1923;32308183042;Võrumaa;Lohu;Serga;küla;52325423;7865121;;
Lada;Petrov;N;18.08.2010;61008181099;Võrumaa;Nurmenuku;Petrakuudi;küla;57223232;7802862;;
Taavi;Tuisk;M;21.10.1973;37310217448;Saaremaa;Jaanilille tee;Parasmetsa;küla;;4596551;18.08.1979;5
Juri;Jarvis;M;18.08.1994;39408183518;Hiiumaa;Johann Voldemar Jannseni;Pärnselja;küla;52082888;4643460;;
Karl Kristjan;Härm;M;18.08.1971;37108187685;Lääne-Virumaa;Rebasesaba tee;Edru;küla;52464561;3269922;;
Darja;Mandel;N;18.08.2013;61308187981;Pärnumaa;Ussilaka tee;Sohlu;küla;53592422;4434150;;
Eliis;Luik;N;18.08.2017;61708183437;Võrumaa;Toome puiestee;Tiilige;küla;51300216;7874176;;
Mirelle;Sillaste;N;18.08.2017;61708185700;Läänemaa;Liiva;Dirhami;küla;55500325;4745019;;
Elisa;Sikk;N;18.08.2013;61308184995;Jõgevamaa;Kingu;Vea;küla;51352307;7764238;;
Anneli;Kiik;N;18.08.1987;48708185218;Harjumaa;A. Johani;Valkse;küla;50821708;6788131;;
Gleb;Meister;M;18.08.1969;36908181430;Pärnumaa;Väomurru;Veskisoo;küla;54692508;4469323;;
Jana;Žuravljov;N;18.08.1985;48508189651;Valgamaa;Tähetorni;Käärikmäe;küla;57442953;7620311;;
Valdur;Lepp;M;18.08.2014;51408187954;Lääne-Virumaa;Paabusilma;Kannastiku;küla;52624724;3273113;;
Adele;Petrov;N;18.08.1980;48008189469;Võrumaa;Tähtvere;Mähkli;küla;58565999;7872144;17.03.1994;13
Nils;Teesalu;M;18.08.1924;32408180192;Tartumaa;Kaheküla tee;Selgise;küla;56307795;7864115;;
Svetlana;Kalmus;N;18.08.1936;43608188734;Põlvamaa;Ehitaja;Rahumäe;küla;59531671;7977178;;
Tomi;Muru;M;17.06.1927;32706174611;Läänemaa;3. Paemurru;Tusari;küla;52994677;4714068;18.08.2002;75
Kadri;Fomin;N;18.08.1906;40608181170;Hiiumaa;Viu;Esiküla;küla;53909484;4676001;;
Märt;Anissimov;M;18.08.1911;31108189095;Võrumaa;Hirve;Tüütsmäe;küla;54865565;7860932;;
Kenet;Bell;M;18.08.1935;33508186139;Pärnumaa;Kiviriku;Pulgoja;küla;58497279;4443984;;
Amanda;Mäeots;N;18.08.1959;45908188729;Jõgevamaa;Vana-Posti;Pilu;küla;55050519;7752828;;
Tristan;Järvesaar;M;18.08.1982;38208185355;Saaremaa;Okka;Paaste;küla;50108681;4510145;;
Egert;Kirs;M;18.08.2012;51208182950;Pärnumaa;Härjapea;Ura;küla;55642894;4460498;;
Gennadi;Ernits;M;18.08.2017;51708189297;Tartumaa;Toom-Kuninga;Põvvatu;küla;58535166;7734598;;
Aigar;Liivamägi;M;18.08.2017;51708182706;Pärnumaa;Lõuna;Piirumi;küla;56677488;4436945;13.10.2019;2
Kadi;Paju;N;18.08.1968;46808180256;Pärnumaa;Reidi tee;Värati;küla;58560688;4409664;;
Rita;Jõesaar;N;18.08.2007;60708182976;Harjumaa;Tarva;Tuhala;küla;51360053;6668394;;
Katharina;Kruglov;N;18.08.2015;61508180566;Raplamaa;Päikese;Kodila-Metsküla;küla;55454982;4854399;27.09.2018;3
Daniil;Järvekülg;M;18.08.1912;31208186830;Võrumaa;Laine;Klistina;küla;56181420;7893928;;
Marina;Käär;N;18.08.1957;45708184823;Tartumaa;Staapli;Rõngu;alevik;59920645;7919622;;
Ksenia;Kivi;N;18.08.1969;46908181155;Tartumaa;Liivajõe;Aiamaa;küla;56516231;7546370;;
Lisett;Gavrilov;N;18.08.1995;49508182822;Põlvamaa;Kuldtiiva;Eoste;küla;51910892;7966810;;
Age;Romanov;N;18.08.1905;40508184853;Põlvamaa;Sarapiku;Männisalu;küla;56989783;7935743;;
Lisanna;Kool;N;18.08.1933;43308184165;Tartumaa;Tolmuka tee;Valguta;küla;55673037;7927429;;
Carmen;Kangur;N;18.08.2016;61608186581;Lääne-Virumaa;Tuulemäe;Kallukse;küla;52078943;3252523;;
Carol;Jänes;N;14.07.2007;60707146351;Põlvamaa;Karja;Võika;küla;57249382;7994397;18.08.2012;5
Karl-Kristjan;Sepp;M;18.08.1981;38108180672;Jõgevamaa;Sambla;Vägari;küla;56208849;7791526;;
Anabell;Parts;N;18.08.1941;44108186588;Põlvamaa;Jääraku tee;Peri;küla;54295232;7989557;;
Simmo;Tõnisson;M;18.08.1909;30908187234;Ida-Virumaa;Villkäpa;Päite;küla;59956709;3327468;;
test;Hunt;M;18.08.1914;31408185955;Võrumaa;Arnika tee;Tsolgo;küla;57119398;7854190;;
Toomas;Tomson;M;18.08.2008;50808182870;Võrumaa;Ilmatsalu;Vatsa;küla;53094476;7879167;;
Hans;Lillemets;M;18.08.2011;51108185332;Saaremaa;Sirptiiva;Koiduvälja;küla;56858137;4513088;09.09.2014;3
Marianna;Vaher;N;18.08.2014;61408188516;Tartumaa;Vasara põik;Sudaste;küla;52881818;7263965;;
Ruben;Järve;M;18.08.1955;35508186910;Hiiumaa;Hallivanamehe;Lehtma;küla;59379387;4676302;;
Patrick;Tilk;M;18.08.1974;37408185385;Saaremaa;Esplanaadi;Reina;küla;54357403;4521454;;
Karl Jakob;Arula;M;18.08.1928;32808185955;Saaremaa;Kaevu;Kavandi;küla;50532593;4556614;;
Katharina;Orav;N;18.08.1934;43408184963;Läänemaa;Suur-Sõjamäe põik;Espre;küla;56915980;4796970;06.03.2007;72
Hannah;Markus;N;18.08.1975;47508184393;Saaremaa;Kärneri;Mäla;küla;53985438;4578640;21.11.2008;33
Meriliis;Frolov;N;18.08.1914;41408184249;Saaremaa;Metalli;Aljava;küla;58343016;4556795;;
Stenver;Soosalu;M;18.08.1920;32008180159;Harjumaa;Lee;Veneküla;küla;;6610648;17.01.1924;3
Marion;Sergejev;N;18.08.1973;47308186602;Põlvamaa;Mõisa;Nohipalo;küla;50860395;7966214;;
Viivika;Petrov;N;18.08.1911;41108180124;Põlvamaa;Tähe;Linte;küla;56212362;7985745;25.11.2005;94
Ako;Moor;M;18.08.1947;34708183589;Raplamaa;N. Lunini tänav;Kohila;alev;53915694;4845628;;
Andree;Malõšev;M;18.08.2004;50408182454;Järvamaa;Kabeli;Norra;küla;59896574;3818829;;
Karoli;Mägi;N;18.08.2004;60408185623;Läänemaa;Puhangu;Pajumaa;küla;52001973;4730380;;
Saveli;Lang;M;18.08.1907;30708180038;Saaremaa;Esku;Abruka;küla;51603291;4539661;;
Hendri;Võsu;M;18.08.1971;37108181170;Harjumaa;Vasara põik;Paekna;küla;53267496;6433238;;
Brigita;Karro;N;18.08.2018;61808189674;Harjumaa;Raudosja tee;Hingu;küla;53445948;6259265;;
Andry;Aas;M;18.08.1985;38508188343;Järvamaa;Kuljuse;Taikse;küla;57151039;3826355;;
Vjatšeslav;Kulikov;M;18.08.2005;50508181163;Lääne-Virumaa;Räime;Muru;küla;57078091;3230550;;
Karet;Piirsalu;N;18.08.1981;48108188797;Saaremaa;Männiku;Tornimäe;küla;53316788;4515469;;
Yulia;Alekseev;N;18.08.1966;46608183820;Võrumaa;Hoo;Kuldre;küla;50289751;7881261;;
Innar;Anderson;M;18.08.2005;50508188953;Viljandimaa;Paljassaare tee;Võhmassaare;küla;58109387;4359954;;
Eleri;Mikk;N;18.08.1957;45708183881;Tartumaa;Kauba;Muri;küla;58927214;7243791;;
Sten;Aun;M;18.08.1990;39008187354;Valgamaa;Kesk;Vidrike;küla;51213398;7642007;;
Kristin;Simson;N;18.08.1989;48908188279;Võrumaa;Vete;Laossaarõ;küla;54161321;7885865;;
Minna;じず;N;18.08.1929;42908180856;Raplamaa;Tuki;Koluta;küla;50129054;4894999;;
Verner;Tomingas;M;18.08.1917;31708186528;Saaremaa;Ülenurme;Tiirimetsa;küla;50984884;4583844;;
Veljo;Kilk;M;13.06.1961;36106134453;Lääne-Virumaa;Kose tee;Miila;küla;;3234994;18.08.1964;3
Timo;Aas;M;18.08.1999;39908185470;Hiiumaa;Sääse;Poama;küla;55617582;4662084;;
Mariliis;Kruus;N;18.08.1983;48308186034;Järvamaa;Meistri;Vao;küla;58829490;3843379;;
Mike;Kõiv;M;18.08.1947;34708189489;Raplamaa;Poldri;Konuvere;küla;52721360;4864579;;
Rainar;Kirs;M;18.08.1925;32508185209;Harjumaa;Supluse puiestee;Anija;küla;51707959;6571789;;
Liise;Põld;N;27.11.1921;42111273631;Saaremaa;Nurme  tee;Ohtja;küla;;4587452;18.08.1957;35
Mihhail;Põldma;M;18.08.1997;39708188418;Ida-Virumaa;Vase tänav;Edise;küla;51672258;3315012;;
Lada;Jürgens;N;18.08.1957;45708186785;Põlvamaa;Maarja;Haavapää;küla;51094854;7916725;;
Kerti;Pukk;N;18.08.1968;46808180263;Läänemaa;Kaarli puiestee;Einbi;küla;59374001;4773216;;
Mailis;Laht;N;18.08.1988;48808185914;Viljandimaa;Jaanilille tee;Ülde;küla;55177143;4350030;;
Elvira;Konovalov;N;18.08.1961;46108181238;Põlvamaa;Maleva;Mõtsküla;küla;58483038;7904222;;
Adriana;Nurk;N;18.08.1936;43608187470;Tartumaa;Roseni;Jõusa;küla;51741152;7873601;;
Liisu;Powell;N;18.08.1965;46508186370;Jõgevamaa;Orava;Rassiku;küla;59705047;7733552;;
Richard;Markus;M;18.08.1952;35208187418;Hiiumaa;Töökoja;Leisu;küla;57207412;4698731;;
Veiko;Pärn;M;18.08.1932;33208188684;Ida-Virumaa;Põhjakaare;Sonda;alevik;59578611;3334316;;
Markel;Vinogradov;M;18.08.1933;33308180548;Raplamaa;Võrse;Aravere;küla;54600412;4835315;;
Erko;Borissov;M;18.08.1924;32408187127;Lääne-Virumaa;Friedrich Reinhold Kreutzwaldi;Inju;küla;56729666;3265278;;
Daisi;Põllu;N;18.08.2011;61108187986;Lääne-Virumaa;Väike-Paala;Hulja;alevik;50036233;3261243;;
Mariell;Karu;N;18.08.1910;41008180952;Võrumaa;Suur-Karja;Oe;küla;57589561;7871851;;
Britt;Kruglov;N;18.08.1980;48008185067;Hiiumaa;Laiu;Putkaste;küla;56104488;4636354;;
Margo;Koger;M;18.08.1989;38908187995;Võrumaa;Neiuvaiba tee;Lepä;küla;55030556;7869001;;
Alexandra;Jõesaar;N;18.08.2013;61308189561;Põlvamaa;Vainu;Pääsna;küla;54333559;7935940;;
Kerti;Lipp;N;18.08.1960;46008187339;Hiiumaa;A. Elleri;Haldreka;küla;58959165;4624066;;
Viktorija;Oks;N;18.08.1952;45208186240;Saaremaa;Marja;Lõetsa;küla;51326765;4500195;;
Auli;Laht;N;18.08.1940;44008183425;Võrumaa;Kruusaranna tee;Vaarkali;küla;53952257;7836498;;
Silver;Mark;M;01.11.1985;38511017060;Jõgevamaa;Salu;Painküla;küla;54917700;7744843;18.08.1998;12
Denis;Gerassimov;M;18.08.1961;36108187123;Tartumaa;Hiiu-Suurtüki;Kandiküla;küla;53449628;7172394;;
Sofja;Lang;N;18.08.1991;49108180093;Raplamaa;Suur Rannavärav;Saunaküla;küla;54572713;4822240;;
Riivo;Kiisk;M;18.08.1903;30308187060;Saaremaa;Elva;Paatsa;küla;56459127;4564598;;
Tamara;Golubev;N;18.08.1991;49108189502;Jõgevamaa;Kõivu põik;Visusti;küla;55840267;7726390;;
Violeta;Põldma;N;18.08.1999;49908185654;Lääne-Virumaa;Kreenholmi;Hõbeda;küla;52092085;3265655;;
Airika;Salumäe;N;18.08.1970;47008189659;Tartumaa;Kvissentali tee;Kipastu;küla;58960380;7719625;21.01.2002;31
Remo;Rosin;M;18.08.1903;30308184958;Saaremaa;Hundipea;Asuka;küla;53080219;4559103;;
Markkus;Markus;M;18.08.1934;33408186456;Lääne-Virumaa;Lätte;Räitsvere;küla;51793208;3242036;;
Klim;Kikkas;M;18.08.1910;31008180230;Võrumaa;Aisa;Kundsa;küla;51732179;7822822;;
Robi;Heinsoo;M;20.07.2001;50107201098;Hiiumaa;Vana-Viru;Rannaküla;küla;59297409;4631764;18.08.2015;14
Kelly;Ojaste;N;18.08.2003;60308189779;Jõgevamaa;Kristeni;Adavere;alevik;52651538;7728931;;
Jargo;Kant;M;16.10.2010;51010165814;Raplamaa;Lätte;Leevre;küla;53975226;4880803;18.08.2012;1
Alice;Salu;N;18.08.1994;49408183777;Raplamaa;Palderjani;Alu-Metsküla;küla;54573980;4881852;;
Caspar;Saks;M;18.08.1972;37208183766;Hiiumaa;Tapamaja;Lelu;küla;53539873;4625143;;
Liina;Klimov;N;18.08.1970;47008183707;Põlvamaa;Vuti;Ulitina;küla;52356356;7955806;;
Riin;Kurvits;N;18.08.1998;49808181805;Jõgevamaa;Leediku;Pauastvere;küla;58270336;7745929;;
Marit;Rosenberg;N;18.08.1975;47508186232;Jõgevamaa;Särje;Kivijärve;küla;52288615;7770799;;
Christian;Maksimov;M;08.11.1959;35911084455;Raplamaa;Uus-Sadama;Kaiu;alevik;52007013;4807101;18.08.2003;43
Kai;Tihhomirov;N;18.08.1999;49908186517;Harjumaa;Mai;Aruvalla;küla;59417727;6482094;;
Katharina;Bondarenko;N;18.08.1915;41508180223;Hiiumaa;Vainu;Hausma;küla;54202245;4638487;;
German;Tihhomirov;M;18.08.1930;33008185099;Jõgevamaa;Pilve;Raadivere;küla;54400041;7706798;;
Rustam;Liiva;M;18.08.2013;51308182792;Võrumaa;Kaarli;Võrusoo;küla;55834442;7891873;;
Patrick;Ignatjev;M;18.08.2005;50508186804;Harjumaa;Lehiku tee;Pikva;küla;56231367;6952214;;
Vitali;Egorov;M;18.08.1997;39708180204;Viljandimaa;Molberti tänav;Holstre;küla;51603148;4335384;;
Alika;Koitla;N;18.08.1936;43608183516;Järvamaa;Raudsilla;Poaka;küla;56749148;3897351;;
Airi;Talts;N;18.08.1999;49908180301;Jõgevamaa;Kentmanni;Kiisli;küla;54991968;7752866;;
Krista;Nõmme;N;18.08.2013;61308182105;Põlvamaa;Vambola;Viluste;küla;57875694;7958557;;
Avely;Väli;N;18.08.1960;46008181423;Tartumaa;Vana-Liivamäe;Maramaa;küla;58343690;7622478;;
Aliis;Afanasjev;N;18.08.1907;40708180905;Jõgevamaa;Nugise;Raatvere;küla;51286508;7721619;;
Aap;Green;M;18.08.1948;34808183090;Tartumaa;A. Elleri;Pajukurmu;küla;51122972;7950540;;
Karl-Markus;Medvedev;M;18.08.1978;37808184023;Võrumaa;Topi;Kurvitsa;küla;50520421;7868433;;
Karl Jakob;Kisseljov;M;18.08.1942;34208182626;Põlvamaa;Moonalao;Samarina;küla;59954599;7947549;;
Raimo;Karro;M;18.08.1974;37408189812;Järvamaa;1. Jõe;Laimetsa;küla;55545854;3843909;;
Brita;Lehtla;N;03.06.1989;48906036830;Viljandimaa;Vana-Savi;Mõnnaste;küla;58350561;4330448;18.08.1999;10
